test,trial,nll_con,nll_unc,lambda_obs,p_boot,p_wilks,k_exceed,n_boot,chi2_dof_a,chi2_dof_b,dev_dof_a,dev_dof_b,gates,starts_used,optimizer_retries,converged,rejected,pass_trial
Di-charmonium,19,-12735.931530322301,-12736.019170736718,0.17528082883291063,0.96,0.9160902303444278,48,50,1.6604198442916778,1.260301257732329,1.527642665837038,1.1866181805836595,PASS,153,0,True,False,True
Di-charmonium,2,-12175.883555069815,-12175.935400655415,0.10369117119989824,0.92,0.9494754682087038,46,50,0.7822406836424294,0.8457110979578593,0.7556802042992824,0.8855135828894223,PASS,153,0,True,False,True
Di-charmonium,3,-12859.473900042138,-12869.057565117932,19.16733015158752,0.0,6.884416569141738e-05,0,50,1.7642555298849716,1.0831347130003253,1.6794361943801421,1.0570658435213114,PASS,153,0,True,True,True
Di-charmonium,28,-12274.242174550593,-12277.171879264277,5.859409427368519,0.14,0.05341280788804248,7,50,1.2036563533926998,1.1258319791549358,1.126045375507499,1.1681080972808875,PASS,153,0,True,False,True
Di-charmonium,29,-12498.6209128545,-12499.763810884586,2.285796060172288,0.54,0.31889351838509605,27,50,1.609330578910866,0.8049412325772582,1.5473732043792157,0.8333001282325945,PASS,153,0,True,False,True
Di-charmonium,12,-12644.636296636894,-12647.226899766792,5.181206259796454,0.32,0.07497480689830027,16,50,0.8599905314733183,1.1364923687976034,0.8636431882407803,1.1153967784342806,PASS,153,0,True,False,True
Di-charmonium,17,-12578.158780972988,-12578.62254219358,0.9275224411831005,0.68,0.6289137081827831,34,50,1.1254297918360343,0.906005047360085,1.1321119350966398,0.9829335809510071,PASS,153,0,True,False,True
Di-charmonium,0,-12772.731034649969,-12773.194515657333,0.9269620147279056,0.62,0.6290899628161197,31,50,1.0556314654664778,0.9182083321168801,1.0648433934761534,0.9466347950801229,PASS,153,0,True,False,True
Di-charmonium,10,-12521.782674229566,-12523.864794172225,4.1642398853182385,0.36,0.12466564784204537,18,50,1.2419752869214649,1.0252847511898449,1.253190947258497,1.008948066460539,PASS,153,0,True,False,True
Di-charmonium,1,-12603.19036636144,-12603.297029859075,0.21332699527192744,0.98,0.8988280798808772,49,50,1.1358394023487393,0.7034082529194097,1.1275767452142527,0.7256086024410949,PASS,153,0,True,False,True
Di-charmonium,20,-12420.222178291497,-12422.522426887333,4.6004971916736395,0.22,0.10023392288938593,11,50,0.8539230920729258,1.3864860211163408,0.8594417752675186,1.2752447754286027,PASS,153,0,True,False,True
Di-charmonium,5,-12996.283370834832,-12996.650480143207,0.7342186167516047,0.8,0.6927339192861569,40,50,0.9691962685442859,0.9553542413833677,0.9516592452440881,1.0001777025140137,PASS,153,0,True,False,True
Di-charmonium,11,-12297.808279134777,-12297.822528236291,0.02849820302799344,0.96,0.985851936463545,48,50,0.9549286705338235,0.9009085084918409,0.9485351688663067,0.9398986734549267,PASS,153,0,True,False,True
Di-charmonium,7,-12627.991945323229,-12628.80679136558,1.6296920847016736,0.5,0.4427074803178186,25,50,1.2619289815450654,1.1776339303116954,1.3007408094399724,1.1612130572339916,PASS,153,0,True,False,True
Di-charmonium,22,-12342.700003909635,-12345.131475010694,4.862942202118575,0.14,0.08790741671994995,7,50,1.0474185957141409,1.2084072629613658,1.0478704848947262,1.165888442200792,PASS,153,0,True,False,True
Di-charmonium,18,-12343.216862834184,-12343.559151925669,0.6845781829688349,0.86,0.7101428787726445,43,50,1.049512426435666,0.9439221592752186,1.0264592510075274,0.9249044199177666,PASS,153,0,True,False,True
Di-charmonium,4,-12557.45057616132,-12558.360117303335,1.8190822840297187,0.66,0.4027089678703972,33,50,1.0110908997938637,1.0524615208481252,1.0390772882818349,1.04871133216336,PASS,153,0,True,False,True
Di-charmonium,15,-12433.149325024118,-12433.646645120429,0.9946401926208637,0.78,0.6081582834287176,39,50,0.9347547996465905,1.0849401546095385,0.9600553623929172,1.0590057387726683,PASS,153,0,True,False,True
Di-charmonium,9,-13197.685117352583,-13204.491109294957,13.611983884748042,0.0,0.0011071214256089812,0,50,0.8717259191195084,1.2660208866640699,0.8943158870094345,1.2277054202634643,PASS,153,0,True,True,True
Di-charmonium,14,-12533.126027436869,-12535.514259031635,4.776463189533388,0.14,0.09179186564928166,7,50,1.1302324565082729,1.2011630182261173,1.1507536283120605,1.1407057616486878,PASS,153,0,True,False,True
Di-charmonium,24,-12592.102891551722,-12596.848392033913,9.491000964382692,0.02,0.008690711370907378,1,50,1.0219708031204775,1.2554768098213371,1.0282586100773456,1.2215917290814764,PASS,153,0,True,True,True
Di-charmonium,6,-12646.951272114027,-12656.28650174618,18.670459264307283,0.0,8.825946355461856e-05,0,50,0.9333371879205284,1.2947559850596935,0.9684670549530539,1.1560943153129346,PASS,153,0,True,True,True
Di-charmonium,27,-12525.881928513489,-12536.677084273419,21.590311519859824,0.0,2.0498563244042423e-05,0,50,0.8686187564341835,1.595698034665717,0.8629912333249975,1.5189282352643676,PASS,153,0,True,True,True
Di-charmonium,25,-12844.285971029389,-12847.795864791897,7.019787525016,0.08,0.029900090778854915,4,50,1.2077058120034885,1.056712610758156,1.2088606530979924,1.0428401052277794,PASS,153,0,True,False,True
Di-charmonium,8,-12183.39383238917,-12184.153014373322,1.5183639683018555,0.44,0.46804914207143433,22,50,1.4913192245169542,0.865577952772503,1.4609520404191843,0.8344706470454206,PASS,153,0,True,False,True
Di-charmonium,23,-12808.266756491328,-12808.399994365054,0.2664757474522048,0.88,0.8752568667318936,44,50,0.8619626655884783,1.208217131634554,0.8649664205722875,1.1950970581885239,PASS,153,0,True,False,True
Di-charmonium,21,-12659.036895011088,-12663.884460932957,9.695131843738636,0.0,0.007847455641180834,0,50,0.8338676808974522,1.4087974231698106,0.8507030971402625,1.288208895418578,PASS,153,0,True,True,True
Di-charmonium,16,-13196.273663054515,-13198.30412841439,4.060930719748285,0.1,0.1312744170856932,5,50,0.8339999954419247,1.2282481008327193,0.8487693372954342,1.1747759719860622,PASS,153,0,True,False,True
Di-charmonium,26,-12780.22976140862,-12780.68467287422,0.9098229312003241,0.64,0.6345041409048816,32,50,1.1874124311175895,1.0299277945436593,1.1915312560670832,1.0013560260766765,PASS,153,0,True,False,True
Di-charmonium,13,-12382.9304836567,-12384.559637372506,3.2583074316098646,0.18,0.19609545641071635,9,50,0.7798688576233036,1.6296306746123685,0.8065065810457552,1.5065395984595842,PASS,153,0,True,False,True
Di-charmonium,30,-12812.486477215256,-12814.448781437985,3.9246084454571246,0.16,0.1405342253988362,8,50,0.7515156498385085,1.283267533233849,0.7585181058677285,1.2300674779783025,PASS,153,0,True,False,True
Di-charmonium,31,-12535.983079053152,-12536.217887955603,0.4696178049016453,0.92,0.7907219402166114,46,50,0.911202724714917,1.0121864856774008,0.9252365834294549,0.9720982654893201,PASS,153,0,True,False,True
Di-charmonium,33,-12594.262039949073,-12599.194442479537,9.864805060926301,0.04,0.007209162226648247,2,50,1.4879064808172524,1.0118766584740866,1.4378776984042045,1.0015406953208112,PASS,153,0,True,True,True
Di-charmonium,32,-12740.82626211675,-12743.813429334074,5.974334434646153,0.06,0.05043009206360061,3,50,0.947950985385447,1.423140048296185,0.9559023906561994,1.3886015490785173,PASS,153,0,True,False,True
Di-charmonium,34,-12547.886468858636,-12549.619280912655,3.4656241080374457,0.38,0.17678657692712663,19,50,1.01211811442092,0.8908004851281089,1.0316003912600231,0.916204697730692,PASS,153,0,True,False,True
Di-charmonium,35,-12726.332361619621,-12726.987495217872,1.3102671965025365,0.72,0.5193726706712739,36,50,1.128378023792648,0.8120941145176558,1.164017356651876,0.8331538767162333,PASS,153,0,True,False,True
Di-charmonium,37,-12301.253980402142,-12304.222033741942,5.936106679600925,0.2,0.05140327771393993,10,50,1.185238497617711,1.33997603266986,1.1291285425585535,1.3512614015342403,PASS,153,0,True,False,True
Di-charmonium,38,-12729.020889632386,-12729.133377603493,0.22497594221567851,0.96,0.8936080961592886,48,50,0.8004173266111292,1.1050375054880917,0.8235016144738287,1.0819856217729988,PASS,153,0,True,False,True
Di-charmonium,36,-12527.555583214791,-12529.824938524845,4.538710620108759,0.12,0.10337880588104331,6,50,1.0834472305316687,1.1461653332433006,1.1123225319126235,1.1070520987192758,PASS,153,0,True,False,True
Di-charmonium,45,-12509.195026241832,-12509.454439967307,0.5188274509491748,0.94,0.7715037662440866,47,50,1.1019861010213456,0.7639322764168271,1.091304155711988,0.7966059048046271,PASS,153,0,True,False,True
Di-charmonium,43,-12629.324815225162,-12630.28552655558,1.9214226608382887,0.6,0.3826206194652496,30,50,0.9733637561024454,0.9405824293646662,0.9631092327108828,0.9410469764718307,PASS,153,0,True,False,True
Di-charmonium,53,-12688.334487226912,-12688.584182564513,0.4993906752024486,0.78,0.7790380905336385,39,50,1.1597954070529717,0.8899021770835408,1.187660091141738,0.9328091183193573,PASS,153,0,True,False,True
Di-charmonium,48,-12648.24700733359,-12648.327096711168,0.16017875515535707,1.0,0.9230338441706594,50,50,1.1146373852619593,0.996680602380922,1.1184996202564328,1.000313482889288,PASS,153,0,True,False,True
Di-charmonium,41,-12070.461970113716,-12070.963846881208,1.0037535349838436,0.74,0.6053934101978975,37,50,0.9416876634060234,1.2082918746544875,0.9314215962571248,1.164637967831313,PASS,153,0,True,False,True
Di-charmonium,40,-12828.647216994945,-12830.933975320388,4.573516650885722,0.16,0.10159526741914782,8,50,0.9803626504874835,1.5698687281380217,0.9890208388256706,1.4109892779690862,PASS,153,0,True,False,True
Di-charmonium,50,-12772.032362682292,-12772.134883852972,0.20504234136024024,0.94,0.902559041761899,47,50,1.0320884550296605,1.0510351960708288,1.0181075680021305,1.0635570109441204,PASS,153,0,True,False,True
Di-charmonium,42,-12570.401960673693,-12575.425739057899,10.047556768411596,0.02,0.006579619354319721,1,50,0.8823135243652772,1.0928885107262818,0.8999154049517264,1.0970063032155237,PASS,153,0,True,True,True
Di-charmonium,44,-12221.645944994352,-12223.553760122444,3.8156302561837947,0.16,0.14840427697292402,8,50,1.5775578011794242,1.7069676173571966,1.473970769947391,1.6133881086279536,PASS,153,0,True,False,True
Di-charmonium,39,-12321.160539222688,-12328.472831681567,14.624584917757602,0.0,0.0006672855725800009,0,50,0.9994459506779786,1.0368970894885678,0.9947079312161184,1.0722553994302961,PASS,153,0,True,True,True
Di-charmonium,58,-13082.177298217886,-13082.730321825486,1.1060472151984868,0.82,0.5752079751895157,41,50,0.9926684906667527,1.0286320148007115,1.024022234649358,0.9951729647199883,PASS,153,0,True,False,True
