test_name,trial,lambda_obs,p_boot,p_wilks,gates,chi2_dof_a,chi2_dof_b,pass_trial,rejected
Di-charmonium,0,0.08935602073324844,0.9416666666666667,0.9563053526747333,PASS,1.1262648648678912,0.9795249049952026,True,False
Di-charmonium,1,3.2914923367497977,0.15833333333333333,0.19286859664162137,PASS,0.9368189856651931,0.9563238440816377,True,False
Di-charmonium,2,4.761904174767551,0.06666666666666667,0.09246250320700411,PASS,0.8440202447981446,0.9411402811787191,True,False
Di-charmonium,3,1.9765338513388997,0.375,0.3722212193935521,PASS,1.08425354687734,1.085910007263904,True,False
Di-charmonium,4,4.830933636025293,0.06666666666666667,0.08932563037411034,PASS,0.9614711291043034,1.08744353925028,True,False
Di-charmonium,5,0.04692063313268591,0.9916666666666667,0.9768127371831753,PASS,0.7605311149385892,1.1747228102252303,True,False
Di-charmonium,6,0.4257559460165794,0.8166666666666667,0.8082547600959493,PASS,0.9975857149889307,0.8864012663097762,True,False
Di-charmonium,7,0.9345177854847861,0.6,0.6267178167132663,PASS,1.0797488917860567,1.2462401833477044,True,False
Di-charmonium,8,3.5779612745027407,0.14166666666666666,0.1671304494181769,PASS,1.0950805469493523,1.0019227166488551,True,False
Di-charmonium,9,1.7107402403344167,0.39166666666666666,0.4251258143224327,PASS,1.1707760918222558,1.0062132468446596,True,False
Di-charmonium,10,2.8254806828626897,0.18333333333333332,0.24347516305612138,PASS,0.7598207808924403,0.9701171738022704,True,False
Di-charmonium,11,0.9494510041622561,0.675,0.6220557860501832,PASS,1.1512183839767454,1.0390563865957005,True,False
Di-charmonium,12,0.011124675460450817,0.9916666666666667,0.9944531034273769,PASS,1.0109138812713259,0.990291713416138,True,False
Di-charmonium,13,2.8118947154580383,0.23333333333333334,0.24513471614761784,PASS,1.301718309277089,0.9878568334177896,True,False
Di-charmonium,14,5.827227305788256,0.041666666666666664,0.05427922874754565,PASS,0.9607475499992014,0.9625942203348548,True,True
Di-charmonium,15,0.7174190995428944,0.675,0.6985772238022876,PASS,0.7252382600339089,0.7012778920335564,True,False
Di-charmonium,16,1.8867079811534495,0.38333333333333336,0.389319867961023,PASS,0.9690300959356057,1.0722180548179756,True,False
Di-charmonium,17,2.298107010865351,0.25,0.31693660623567954,PASS,0.7148879529154887,0.8382338866061279,True,False
Di-charmonium,18,1.9291406849297346,0.39166666666666666,0.3811469272127168,PASS,1.157907473760247,0.9827840862562371,True,False
Di-charmonium,19,0.5101859601927572,0.8333333333333334,0.7748444495000035,PASS,0.9403469852849587,0.9069517254573667,True,False
Di-charmonium,20,1.9925813893423765,0.35833333333333334,0.3692465522917213,PASS,1.4336368269534634,0.7488886025422152,True,False
Di-charmonium,21,3.2601870558937662,0.16666666666666666,0.19591125009302557,PASS,1.1265300152901658,0.9411870737569247,True,False
Di-charmonium,22,1.0064420954004163,0.6416666666666667,0.6045801385732872,PASS,1.0607415305369075,0.9796591227296395,True,False
Di-charmonium,23,1.6167634163575713,0.475,0.44557855921983325,PASS,0.8160204866424154,1.1724046996318154,True,False
Di-charmonium,24,0.1309748715357273,0.95,0.936610814481396,PASS,1.3225347503822051,0.8539009726033401,True,False
Di-charmonium,25,4.181026116959401,0.1,0.12362369335983092,PASS,0.9626272241129027,1.3088732926536084,True,False
Di-charmonium,26,2.596854285337031,0.25,0.2729607839450593,PASS,0.9966592211048008,1.0380829070326267,True,False
Di-charmonium,27,0.9777575710832025,0.6,0.6133136649721458,PASS,1.1499408158360804,1.2633806595175816,True,False
Di-charmonium,28,1.202346093734377,0.5666666666666667,0.5481682317691228,PASS,1.070445081646755,1.1547670001528991,True,False
Di-charmonium,29,0.36616125587170245,0.8583333333333333,0.8327010140664348,PASS,0.8071549548406906,0.8245538447852574,True,False
Di-charmonium,30,1.9502072001705528,0.3697478991596639,0.37715327842729096,PASS,0.8709080361486984,1.0226211305081516,True,False
Di-charmonium,31,0.9708696523375693,0.65,0.6154295337087525,PASS,0.9616614042433712,1.2127623531231926,True,False
Di-charmonium,32,0.3038102438513306,0.8416666666666667,0.8590697837614398,PASS,1.0750080725998719,0.7425624505810863,True,False
Di-charmonium,33,9.625998690215056,0.025,0.00812345806730752,PASS,0.7008718198024341,1.0281167428729312,True,True
Di-charmonium,34,0.3131535615611938,0.9083333333333333,0.8550658625580265,PASS,0.9007935153023892,0.866162557527289,True,False
Di-charmonium,35,1.4809681755723432,0.4583333333333333,0.476883006396571,PASS,0.7324506361005629,0.6700089017695408,True,False
Di-charmonium,36,1.3596943219745299,0.5166666666666667,0.5066944291240657,PASS,0.9086195538771894,0.9600042644410652,True,False
Di-charmonium,37,3.0589152012689738,0.19166666666666668,0.21665314798240953,PASS,0.9914272212747574,0.8449391634874799,True,False
Di-charmonium,38,0.9819436061079614,0.5916666666666667,0.6120313311724562,PASS,1.1406412970880515,0.7882007610234496,True,False
Di-charmonium,39,3.109524023675476,0.20833333333333334,0.2112396491952203,PASS,0.9061828107091807,0.9373264279996303,True,False
Di-charmonium,40,0.3869590739486739,0.85,0.8240866993298518,PASS,1.0980906379446982,1.0515348456924791,True,False
Di-charmonium,41,3.1245088335272158,0.2,0.20966287051540589,PASS,1.0280480395504665,1.0463835550990108,True,False
Di-charmonium,42,1.4574929404843715,0.48333333333333334,0.4825134561287705,PASS,1.0162584279016482,1.2594720831479018,True,False
Di-charmonium,43,3.099425680207787,0.18333333333333332,0.21230893168476317,PASS,1.1990916722617415,1.0807106385479857,True,False
Di-charmonium,44,3.166984530071204,0.19166666666666668,0.20525703313776966,PASS,1.0719012322013186,0.9606858437459374,True,False
Di-charmonium,45,0.364749249376473,0.875,0.8332891112614949,PASS,1.0896145290582258,1.154424450603915,True,False
Di-charmonium,46,1.5470916721678805,0.475,0.4613742071499054,PASS,0.8894830805156638,0.9715013790751067,True,False
