Lambda_obs,bootstrap_lambda_mean,bootstrap_lambda_median,bootstrap_lambda_std,bootstrap_n,bootstrap_n_exceeded,bootstrap_n_valid,bootstrap_restarts,chi2_dof_a,chi2_dof_b,converged,dof_diff,fit_converged,gates,identifiable,n_bootstrap,n_restarts,nll_constrained,nll_unconstrained,p_boot,p_wilks,phi_spread,r_spread,rejected,stats_level,test,trial,verdict
1.0298531104926951,1.8173232781574553,1.2841148893567151,1.7362511423665126,200,116,200,80,1.1225377812839086,0.897171753749894,True,2,True,PASS,True,200,80,-32998.58583010489,-32999.10075666013,0.58,0.5975444795137543,42.87918945330849,0.14507824179723988,0,1.0,Zc-like,10,NOT_REJECTED
1.3567672533390578,1.802458477997434,1.183921015172018,1.6803815114005087,200,91,200,80,0.8915478356331394,1.2405264183733167,True,2,True,PASS,True,200,80,-33148.197004543734,-33148.8753881704,0.455,0.5074365367272048,40.76768140853196,0.14577697291244132,0,1.0,Zc-like,11,NOT_REJECTED
1.2119894996867515,1.908189260698382,1.2386201960916878,1.9301515641351594,200,101,200,80,0.9474253779968567,0.7692161524236953,True,2,True,PASS,True,200,80,-33667.528112339896,-33668.13410708974,0.505,0.5455314892775371,33.89095355700108,0.13335941605253318,0,1.0,Zc-like,6,NOT_REJECTED
0.7543836810655193,1.8819318151670814,1.262006269252197,1.8457487125303846,200,136,200,80,0.892251865299993,1.2820321470173037,True,2,True,PASS,True,200,80,-33088.12008700487,-33088.4972788454,0.68,0.6857845000119811,24.872669154278594,0.1063079205524222,0,1.0,Zc-like,28,NOT_REJECTED
0.2710671574313892,1.932032000835943,1.4197286304897716,1.7975427727956834,200,178,200,80,0.8480656191522725,1.0986300443057924,True,2,True,PASS,True,200,80,-33911.1589129053,-33911.29444648402,0.89,0.873249839828064,24.020941536088614,0.09375961982556788,0,1.0,Zc-like,27,NOT_REJECTED
0.7643139229039662,1.741550383554686,1.2338156123787485,1.58735985614255,200,138,200,80,0.8457879554983271,0.9357966130102261,True,2,True,PASS,True,200,80,-33676.86135138929,-33677.243508350744,0.69,0.6823879361977081,23.277986333839397,0.08862746224875813,0,1.0,Zc-like,2,NOT_REJECTED
1.8731022122665308,1.8254023575568135,1.2860849353801314,1.9032843435407483,200,76,200,80,0.9620666630485691,1.280313525164311,True,2,True,PASS,True,200,80,-33179.916815686585,-33180.85336679272,0.38,0.3919773952106772,24.623696233639212,0.09870215668316996,0,1.0,Zc-like,22,NOT_REJECTED
12.9836472740717,1.9615282486477918,1.4755633286731609,1.8314052861379404,200,0,200,80,1.222267793042173,1.115402846664724,True,2,True,PASS,True,200,80,-33363.78376970436,-33370.275593341394,0.0,0.0015157822494046291,35.22293110579291,0.1440321989736354,1,1.0,Zc-like,8,DISFAVORED
0.3130165382026462,2.0162078727912287,1.3427541059691066,2.0869244791476533,200,167,200,80,0.9097013707355041,0.9973448859482191,True,2,True,PASS,True,200,80,-33171.09942131299,-33171.25592958209,0.835,0.8551244465629815,36.07836337025075,0.1452282150170273,0,1.0,Zc-like,23,NOT_REJECTED
0.35905438658664934,1.9851883309854383,1.2745387720433428,1.8569473654148743,200,175,200,80,1.309487217408411,0.9031129920644244,True,2,True,PASS,True,200,80,-34128.044068723946,-34128.22359591724,0.875,0.8356652261445623,39.16926577330742,0.15819363056996277,0,1.0,Zc-like,12,NOT_REJECTED
0.9860123890684918,1.805591303944857,1.170627884219357,1.8436726346507897,200,113,200,80,0.8420964139866569,0.9067024941404294,True,2,True,PASS,True,200,80,-33229.86351708483,-33230.35652327936,0.565,0.6107874855101698,0.477583246921118,0.0038523759348468604,0,1.0,Zc-like,29,NOT_REJECTED
2.255491538264323,1.8434144800269223,1.2511134308260807,1.8288515752612895,200,64,200,80,1.0949385077552647,0.84782557575774,True,2,True,PASS,True,200,80,-33534.62334663997,-33535.751092409104,0.32,0.3237622693332117,0.23182295983008222,0.0029626983776411607,0,1.0,Zc-like,26,NOT_REJECTED
